
COUNTRY,CITY,SALES,DATE
Japan,Sapporo,41606,2022-05-18 02:33
India,Delhi,20096,2022-06-23 05:15
United States,Philadelphia,88815,2022-04-07 9:30
France,Paris,37800,2022-06-23 05:15
France,Lyon,2730,2022-05-18 02:33
United States,Chicago,10738,2022-01-23 10:33
Germany,Berlin,8225,2022-06-23 05:15
France,Toulouse,9480,2022-05-18 02:33
United States,New York City,18528,2022-06-23 05:15
Mexico,Puebla,55704,2022-04-07 9:30
United States,Houston,75592,2022-05-18 02:33
Italy,Turin,400,2022-06-23 05:15
Brazil,Belo Horizonte,64560,2022-01-23 10:33
South Korea,Busan,13246,2022-05-18 02:33
Mexico,Ecatepec de Morelos,15072,2022-05-18 02:33
Japan,Osaka,18582,2022-05-18 02:33
Mexico,Iztapalapa,27066,2022-01-23 10:33
France,Nice,7050,2022-06-23 05:15
Germany,Koeln,12521,2022-04-07 9:30
United States,San Jose,3740,2022-04-07 9:30
Mexico,Guadalajara,66,2022-04-07 9:30
Mexico,Puebla,7770,2022-04-07 9:30
Italy,Turin,10472,2022-06-23 05:15
United States,Philadelphia,19530,2022-06-23 05:15
Mexico,Iztapalapa,53544,2022-05-18 02:33
Italy,Naples,41706,2022-06-23 05:15
India,Bengaluru,35422,2022-05-18 02:33
Mexico,Ecatepec de Morelos,26292,2022-04-07 9:30
Brazil,Fortaleza,55616,2022-05-18 02:33
United States,Washington,41800,2022-01-23 10:33
China,Shanghai,2496,2022-06-23 05:15
India,Mumbai,95157,2022-06-23 05:15
Brazil,Brasilia,82650,2022-01-23 10:33
Italy,Turin,2562,2022-01-23 10:33
China,Shanghai,14238,2022-06-23 05:15
India,Mumbai,31668,2022-06-23 05:15
Japan,Osaka,28815,2022-06-23 05:15
South Korea,Seoul,5269,2022-01-23 10:33
Brazil,Sao Paulo,24428,2022-04-07 9:30
India,Bengaluru,26063,2022-06-23 05:15
Japan,Tokyo,16692,2022-01-23 10:33
Japan,Osaka,33642,2022-01-23 10:33
Germany,Koeln,57392,2022-04-07 9:30
United States,New York City,14964,2022-06-23 05:15
Brazil,Fortaleza,19264,2022-06-23 05:15
Brazil,Brasilia,1110,2022-06-23 05:15
United States,Los Angeles,2490,2022-01-23 10:33
Mexico,Iztapalapa,309,2022-01-23 10:33
China,Shanghai,27783,2022-01-23 10:33
China,Guangzhou,84999,2022-01-23 10:33
France,Paris,3038,2022-01-23 10:33
United States,New York City,16745,2022-04-07 9:30
Mexico,Mexico City,34435,2022-06-23 05:15
India,Chennai,4165,2022-01-23 10:33
Italy,Milan,58904,2022-01-23 10:33
China,Beijing,1184,2022-06-23 05:15
China,Guangzhou,13300,2022-05-18 02:33
China,Shanghai,8424,2022-06-23 05:15
South Korea,Seoul,21988,2022-05-18 02:33
Germany,Berlin,26656,2022-04-07 9:30
Italy,Rome,9948,2022-04-07 9:30
Mexico,Puebla,32450,2022-06-23 05:15
Japan,Osaka,14996,2022-05-18 02:33
Brazil,Belo Horizonte,984,2022-05-18 02:33
Japan,Tokyo,2196,2022-05-18 02:33
Germany,Frankfurt am Main,2162,2022-05-18 02:33
Italy,Milan,26391,2022-06-23 05:15
Japan,Tokyo,70670,2022-04-07 9:30
Germany,Munich,35684,2022-06-23 05:15
Italy,Turin,16353,2022-01-23 10:33
South Korea,Incheon,49521,2022-05-18 02:33
Mexico,Iztapalapa,85054,2022-05-18 02:33
France,Nantes,28026,2022-06-23 05:15
Italy,Rome,10269,2022-05-18 02:33
Japan,Tokyo,5918,2022-05-18 02:33
Germany,Munich,6160,2022-06-23 05:15
Brazil,Sao Paulo,27692,2022-01-23 10:33
Mexico,Mexico City,26268,2022-06-23 05:15
Italy,Milan,79325,2022-06-23 05:15
Mexico,Iztapalapa,58000,2022-05-18 02:33
United States,Houston,1330,2022-01-23 10:33
United States,Philadelphia,5427,2022-05-18 02:33
France,Nice,7616,2022-01-23 10:33
Mexico,Guadalajara,2200,2022-06-23 05:15
Germany,Munich,986,2022-01-23 10:33
Germany,Frankfurt am Main,39678,2022-05-18 02:33
United States,Philadelphia,27722,2022-06-23 05:15
South Korea,Busan,12702,2022-05-18 02:33
Brazil,Brasilia,20538,2022-05-18 02:33
France,Nice,11460,2022-01-23 10:33
United States,Chicago,2256,2022-06-23 05:15
United States,San Francisco,46698,2022-06-23 05:15
United States,Los Angeles,3040,2022-04-07 9:30
Italy,Milan,4956,2022-04-07 9:30
Italy,Naples,40848,2022-06-23 05:15
United States,"",20925,2022-05-18 02:33
Germany,Koeln,27324,2022-06-23 05:15
Germany,Koeln,9500,2022-05-18 02:33
United States,Washington,20427,2022-06-23 05:15
United States,Chicago,12312,2022-04-07 9:30
France,Toulouse,275,2022-04-07 9:30
Germany,Hamburg,16320,2022-06-23 05:15
United States,Philadelphia,45951,2022-05-18 02:33
China,Shanghai,29230,2022-04-07 9:30
Mexico,Iztapalapa,190,2022-06-23 05:15
Mexico,Mexico City,31710,2022-05-18 02:33
South Korea,Busan,20493,2022-06-23 05:15
Japan,Kyoto,49626,2022-06-23 05:15
Germany,Hamburg,40128,2022-06-23 05:15
Germany,Koeln,63070,2022-06-23 05:15
United States,Los Angeles,49248,2022-05-18 02:33
Germany,Munich,2425,2022-05-18 02:33
United States,Chicago,52164,2022-01-23 10:33
France,Lyon,6450,2022-04-07 9:30
United States,San Francisco,47058,2022-04-07 9:30
South Korea,Busan,10486,2022-05-18 02:33
India,Kolkata,61035,2022-01-23 10:33
France,Nice,17760,2022-06-23 05:15
United States,San Jose,52887,2022-06-23 05:15
United States,San Francisco,34650,2022-04-07 9:30
United States,Los Angeles,1914,2022-01-23 10:33
Germany,Hamburg,10704,2022-04-07 9:30
Japan,Kyoto,46380,2022-05-18 02:33
United States,Chicago,52497,2022-04-07 9:30
Germany,Berlin,4018,2022-01-23 10:33
Japan,Tokyo,13795,2022-04-07 9:30
South Korea,Incheon,45792,2022-05-18 02:33
India,Chennai,63504,2022-01-23 10:33
Brazil,Fortaleza,14136,2022-05-18 02:33
France,Nice,53100,2022-01-23 10:33
South Korea,Seoul,22550,2022-01-23 10:33
Brazil,Sao Paulo,4746,2022-01-23 10:33
India,Bengaluru,11072,2022-04-07 9:30
Germany,Koeln,12,2022-01-23 10:33
Mexico,Puebla,16201,2022-05-18 02:33
India,Mumbai,3078,2022-01-23 10:33
Japan,Sapporo,16362,2022-06-23 05:15
India,Kolkata,10224,2022-01-23 10:33
India,Mumbai,33792,2022-06-23 05:15
Germany,Munich,1920,2022-01-23 10:33
United States,Chicago,10689,2022-05-18 02:33
South Korea,Busan,47040,2022-01-23 10:33
United States,San Jose,3403,2022-04-07 9:30
United States,Washington,87685,2022-05-18 02:33
Mexico,Guadalajara,1035,2022-06-23 05:15
United States,San Jose,91932,2022-01-23 10:33
Germany,Frankfurt am Main,716,2022-04-07 9:30
Mexico,Iztapalapa,37700,2022-04-07 9:30
Brazil,Brasilia,13728,2022-06-23 05:15
China,Shanghai,9576,2022-06-23 05:15
South Korea,Daegu,87785,2022-06-23 05:15
China,Guangzhou,5514,2022-04-07 9:30
Japan,Sapporo,6696,2022-01-23 10:33
India,Chennai,33936,2022-01-23 10:33
Italy,Naples,11600,2022-04-07 9:30
United States,New York City,5280,2022-01-23 10:33
Brazil,Sao Paulo,30,2022-05-18 02:33
France,Toulouse,26544,2022-05-18 02:33
Brazil,Belo Horizonte,14720,2022-04-07 9:30
Japan,Kyoto,69722,2022-04-07 9:30
South Korea,Busan,760,2022-04-07 9:30
South Korea,Seoul,47955,2022-01-23 10:33
Mexico,Guadalajara,2717,2022-05-18 02:33
India,Mumbai,19629,2022-06-23 05:15
China,Tianjin,50518,2022-05-18 02:33
Germany,Frankfurt am Main,25740,2022-05-18 02:33
Mexico,Puebla,10300,2022-04-07 9:30
Mexico,Iztapalapa,3198,2022-04-07 9:30
United States,Chicago,4650,2022-01-23 10:33
United States,Undefined,25200,2022-01-23 10:33
South Korea,Busan,36598,2022-06-23 05:15
Germany,Koeln,2079,2022-05-18 02:33
France,Nice,39342,2022-04-07 9:30
China,Guangzhou,32913,2022-04-07 9:30
France,Lyon,6324,2022-05-18 02:33
India,Bengaluru,13496,2022-01-23 10:33
France,Lyon,18631,2022-04-07 9:30
United States,Philadelphia,1140,2022-01-23 10:33
Italy,Turin,3813,2022-04-07 9:30
Germany,Munich,13280,2022-01-23 10:33
Mexico,Mexico City,6600,2022-04-07 9:30
France,Nantes,65550,2022-06-23 05:15
United States,Chicago,61716,2022-06-23 05:15
Brazil,Brasilia,39788,2022-06-23 05:15
Germany,Frankfurt am Main,6135,2022-06-23 05:15
Brazil,Belo Horizonte,888,2022-06-23 05:15
China,Shanghai,84084,2022-04-07 9:30
United States,Undefined,5940,2022-05-18 02:33
Brazil,Sao Paulo,64881,2022-01-23 10:33
Germany,Berlin,12835,2022-06-23 05:15
France,Lyon,27639,2022-06-23 05:15
Germany,Hamburg,966,2022-04-07 9:30
India,Chennai,19371,2022-04-07 9:30
Italy,Turin,11468,2022-04-07 9:30
Germany,Frankfurt am Main,1632,2022-04-07 9:30
France,Lyon,38100,2022-01-23 10:33
India,Mumbai,1840,2022-06-23 05:15
Italy,Naples,42250,2022-01-23 10:33
Germany,Berlin,25725,2022-01-23 10:33
United States,Los Angeles,37422,2022-05-18 02:33
United States,Houston,31110,2022-06-23 05:15
China,Tianjin,14136,2022-01-23 10:33
Brazil,Fortaleza,40836,2022-01-23 10:33
China,Tianjin,36234,2022-06-23 05:15
India,Chennai,34760,2022-01-23 10:33
United States,Philadelphia,69433,2022-06-23 05:15
China,Shanghai,18525,2022-04-07 9:30
Japan,Osaka,47476,2022-06-23 05:15
United States,Chicago,1581,2022-01-23 10:33
Japan,Tokyo,3159,2022-06-23 05:15
China,Tianjin,19176,2022-05-18 02:33
France,Nantes,4455,2022-01-23 10:33
Mexico,Guadalajara,15330,2022-01-23 10:33
Italy,Turin,36941,2022-06-23 05:15
India,Delhi,10850,2022-05-18 02:33
Japan,Sapporo,13984,2022-06-23 05:15
Japan,Osaka,40128,2022-04-07 9:30
United States,"",46944,2022-05-18 02:33
Germany,Hamburg,20735,2022-04-07 9:30
Mexico,Ecatepec de Morelos,9936,2022-05-18 02:33
United States,Washington,36975,2022-04-07 9:30
Mexico,Ecatepec de Morelos,30976,2022-06-23 05:15
Germany,Berlin,2418,2022-04-07 9:30
France,Toulouse,15528,2022-01-23 10:33
France,Lyon,8748,2022-05-18 02:33
Brazil,Brasilia,1053,2022-06-23 05:15
Mexico,Iztapalapa,22140,2022-05-18 02:33
United States,San Jose,20636,2022-01-23 10:33
Italy,Rome,63270,2022-01-23 10:33
South Korea,Seoul,80934,2022-06-23 05:15
South Korea,Daegu,34028,2022-04-07 9:30
South Korea,Incheon,28272,2022-05-18 02:33
Japan,Kyoto,21330,2022-01-23 10:33
South Korea,Incheon,16296,2022-05-18 02:33
India,Delhi,7650,2022-05-18 02:33
France,Lyon,9275,2022-04-07 9:30
Brazil,Fortaleza,92316,2022-01-23 10:33
China,Beijing,69120,2022-01-23 10:33
Japan,Tokyo,30825,2022-06-23 05:15
Brazil,Sao Paulo,30000,2022-05-18 02:33
United States,Houston,7504,2022-04-07 9:30
France,Nice,44145,2022-06-23 05:15
India,Bengaluru,48790,2022-06-23 05:15
United States,Undefined,76869,2022-05-18 02:33
India,Delhi,79236,2022-01-23 10:33
Japan,Tokyo,89730,2022-04-07 9:30
India,Delhi,44602,2022-06-23 05:15
Mexico,Mexico City,4800,2022-01-23 10:33
France,Nantes,83045,2022-05-18 02:33
Japan,Sapporo,3066,2022-04-07 9:30
China,Guangzhou,338,2022-04-07 9:30
South Korea,Busan,58128,2022-06-23 05:15
Brazil,Brasilia,4125,2022-05-18 02:33
United States,"",29400,2022-06-23 05:15
United States,Undefined,35112,2022-05-18 02:33
Germany,Frankfurt am Main,25317,2022-04-07 9:30
France,Toulouse,13540,2022-04-07 9:30
China,Shanghai,39000,2022-05-18 02:33
United States,Los Angeles,24128,2022-01-23 10:33
Mexico,Puebla,5460,2022-05-18 02:33
India,Delhi,2886,2022-01-23 10:33
France,Paris,13728,2022-06-23 05:15
France,Paris,12480,2022-04-07 9:30
United States,Washington,1334,2022-04-07 9:30
United States,New York City,31242,2022-06-23 05:15
Germany,Hamburg,29040,2022-06-23 05:15
Mexico,Puebla,738,2022-06-23 05:15
Italy,Turin,75691,2022-04-07 9:30
Germany,Frankfurt am Main,19960,2022-04-07 9:30
China,Guangzhou,51680,2022-05-18 02:33
Brazil,Brasilia,7896,2022-01-23 10:33
India,Mumbai,1330,2022-06-23 05:15
France,Paris,5392,2022-05-18 02:33
Italy,Naples,29791,2022-04-07 9:30
United States,Los Angeles,28,2022-04-07 9:30
India,Kolkata,5124,2022-05-18 02:33
China,Shanghai,35422,2022-05-18 02:33
Japan,Tokyo,66792,2022-05-18 02:33
France,Paris,18330,2022-06-23 05:15
Germany,Berlin,14442,2022-04-07 9:30
Japan,Sapporo,2074,2022-04-07 9:30
South Korea,Daegu,21824,2022-06-23 05:15
Japan,Kyoto,3120,2022-01-23 10:33
Brazil,Sao Paulo,5040,2022-01-23 10:33
United States,Washington,6499,2022-01-23 10:33
Japan,Tokyo,1755,2022-05-18 02:33
Brazil,Sao Paulo,90981,2022-05-18 02:33
Mexico,Iztapalapa,7137,2022-05-18 02:33
Japan,Sapporo,4695,2022-06-23 05:15
South Korea,Busan,5504,2022-05-18 02:33
China,Beijing,43218,2022-05-18 02:33
Brazil,Fortaleza,18656,2022-04-07 9:30
Japan,Osaka,68542,2022-05-18 02:33
South Korea,Daegu,55647,2022-01-23 10:33
United States,Undefined,4140,2022-04-07 9:30
France,Toulouse,40656,2022-06-23 05:15
South Korea,Incheon,12636,2022-05-18 02:33
Japan,Tokyo,60021,2022-06-23 05:15
United States,Houston,99600,2022-04-07 9:30
Brazil,Sao Paulo,16809,2022-01-23 10:33
France,Toulouse,4433,2022-05-18 02:33
China,Guangzhou,25559,2022-01-23 10:33
Germany,Koeln,368,2022-04-07 9:30
Japan,Kyoto,756,2022-05-18 02:33
China,Shanghai,27216,2022-05-18 02:33
South Korea,Seoul,45765,2022-04-07 9:30
South Korea,Busan,11304,2022-05-18 02:33
United States,San Francisco,25680,2022-05-18 02:33
India,Mumbai,16354,2022-06-23 05:15
United States,Los Angeles,43172,2022-01-23 10:33
United States,Houston,570,2022-01-23 10:33
United States,Houston,13794,2022-01-23 10:33
United States,New York City,33642,2022-01-23 10:33
United States,San Francisco,6852,2022-06-23 05:15
United States,Undefined,25452,2022-01-23 10:33
China,Guangzhou,12663,2022-01-23 10:33
United States,New York City,3268,2022-01-23 10:33
Germany,Koeln,715,2022-06-23 05:15
United States,San Francisco,14040,2022-05-18 02:33
United States,Los Angeles,570,2022-01-23 10:33
Japan,Tokyo,848,2022-01-23 10:33
United States,Philadelphia,574,2022-06-23 05:15
China,Tianjin,29992,2022-06-23 05:15
South Korea,Daegu,2432,2022-04-07 9:30
United States,Chicago,44100,2022-06-23 05:15
South Korea,Incheon,41715,2022-06-23 05:15
Brazil,Brasilia,15078,2022-01-23 10:33
Japan,Kyoto,12540,2022-05-18 02:33
China,Beijing,23725,2022-04-07 9:30
France,Toulouse,27202,2022-05-18 02:33
United States,Undefined,1026,2022-05-18 02:33
Brazil,Fortaleza,15640,2022-05-18 02:33
South Korea,Seoul,1872,2022-05-18 02:33
India,Delhi,14900,2022-01-23 10:33
Japan,Tokyo,10520,2022-06-23 05:15
India,Bengaluru,10780,2022-05-18 02:33
South Korea,Daegu,300,2022-04-07 9:30
United States,Philadelphia,4850,2022-01-23 10:33
Japan,Sapporo,44329,2022-01-23 10:33
Japan,Kyoto,16368,2022-04-07 9:30
China,Shanghai,11808,2022-04-07 9:30
Japan,Osaka,6540,2022-06-23 05:15
United States,Chicago,40194,2022-01-23 10:33
India,Kolkata,36113,2022-04-07 9:30
China,Guangzhou,4180,2022-06-23 05:15
Brazil,Belo Horizonte,54740,2022-06-23 05:15
Mexico,Ecatepec de Morelos,1272,2022-06-23 05:15
Brazil,Brasilia,30828,2022-04-07 9:30
Mexico,Guadalajara,4484,2022-01-23 10:33
Mexico,Guadalajara,1620,2022-05-18 02:33
Germany,Koeln,23652,2022-01-23 10:33
United States,San Jose,61476,2022-06-23 05:15
United States,Houston,9321,2022-04-07 9:30
Brazil,Sao Paulo,5720,2022-06-23 05:15
South Korea,Incheon,8680,2022-05-18 02:33
United States,Undefined,17004,2022-05-18 02:33
Italy,Milan,4284,2022-04-07 9:30
Italy,Turin,73048,2022-05-18 02:33
Germany,Munich,7935,2022-06-23 05:15
India,Kolkata,51150,2022-04-07 9:30
United States,Washington,22542,2022-05-18 02:33
India,Mumbai,19285,2022-05-18 02:33
United States,San Jose,13224,2022-04-07 9:30
India,Kolkata,27094,2022-04-07 9:30
Mexico,Mexico City,12775,2022-01-23 10:33
South Korea,Daegu,7680,2022-01-23 10:33
Japan,Osaka,4130,2022-06-23 05:15
Italy,Milan,15615,2022-05-18 02:33
Japan,Kyoto,38346,2022-06-23 05:15
Italy,Milan,51450,2022-04-07 9:30
Mexico,Mexico City,9795,2022-01-23 10:33
South Korea,Seoul,10716,2022-06-23 05:15
South Korea,Seoul,7552,2022-05-18 02:33
Mexico,Puebla,22438,2022-04-07 9:30
Brazil,Sao Paulo,56898,2022-05-18 02:33
India,Delhi,5940,2022-06-23 05:15
United States,New York City,13200,2022-01-23 10:33
India,Kolkata,25637,2022-04-07 9:30
France,Nantes,1570,2022-01-23 10:33
Mexico,Mexico City,8547,2022-04-07 9:30
United States,Undefined,41202,2022-01-23 10:33
France,Toulouse,13832,2022-01-23 10:33
Germany,Berlin,36984,2022-06-23 05:15
Mexico,Iztapalapa,1612,2022-04-07 9:30
Japan,Sapporo,32913,2022-06-23 05:15
United States,Los Angeles,43350,2022-01-23 10:33
India,Bengaluru,5508,2022-01-23 10:33
South Korea,Daegu,16809,2022-05-18 02:33
Brazil,Fortaleza,19976,2022-01-23 10:33
India,Chennai,11174,2022-01-23 10:33
Mexico,Guadalajara,2280,2022-05-18 02:33
United States,Washington,1742,2022-05-18 02:33
Mexico,Iztapalapa,5334,2022-04-07 9:30
India,Chennai,3630,2022-04-07 9:30
South Korea,Incheon,11515,2022-04-07 9:30
Mexico,Mexico City,693,2022-06-23 05:15
South Korea,Seoul,4290,2022-06-23 05:15
Germany,Hamburg,43740,2022-06-23 05:15
Mexico,Iztapalapa,14535,2022-01-23 10:33
Italy,Turin,58497,2022-01-23 10:33
Brazil,Fortaleza,76798,2022-05-18 02:33
Brazil,Brasilia,76268,2022-04-07 9:30
Italy,Turin,29824,2022-06-23 05:15
Brazil,Fortaleza,40716,2022-04-07 9:30
India,Chennai,8694,2022-04-07 9:30
United States,New York City,5335,2022-05-18 02:33
United States,Houston,33,2022-06-23 05:15
India,Chennai,764,2022-01-23 10:33
Japan,Kyoto,32800,2022-01-23 10:33
South Korea,Incheon,13365,2022-06-23 05:15
China,Shanghai,67837,2022-06-23 05:15
South Korea,Seoul,3353,2022-06-23 05:15
France,Paris,59920,2022-04-07 9:30
China,Shanghai,992,2022-05-18 02:33
Italy,Naples,23653,2022-05-18 02:33
United States,Philadelphia,14166,2022-06-23 05:15
Germany,Hamburg,65175,2022-01-23 10:33
India,Delhi,8204,2022-04-07 9:30
Brazil,Sao Paulo,19532,2022-05-18 02:33
United States,Philadelphia,43662,2022-01-23 10:33
United States,Washington,27145,2022-05-18 02:33
Germany,Hamburg,10080,2022-05-18 02:33
South Korea,Seoul,39102,2022-04-07 9:30
France,Lyon,40800,2022-04-07 9:30
United States,San Francisco,60096,2022-06-23 05:15
Mexico,Guadalajara,5043,2022-04-07 9:30
Mexico,Iztapalapa,8151,2022-01-23 10:33
Brazil,Brasilia,7203,2022-06-23 05:15
South Korea,Seoul,5362,2022-01-23 10:33
India,Mumbai,38160,2022-06-23 05:15
United States,Undefined,14726,2022-05-18 02:33
Italy,Naples,39050,2022-01-23 10:33
United States,Undefined,29232,2022-05-18 02:33
United States,Chicago,16207,2022-01-23 10:33
United States,San Francisco,108,2022-01-23 10:33
Brazil,Brasilia,40320,2022-06-23 05:15
India,Bengaluru,27216,2022-06-23 05:15
United States,Washington,38720,2022-04-07 9:30
Brazil,Fortaleza,57084,2022-04-07 9:30
United States,Los Angeles,37260,2022-04-07 9:30
Germany,Munich,20544,2022-06-23 05:15
China,Tianjin,33790,2022-01-23 10:33
Germany,Berlin,728,2022-04-07 9:30
United States,Undefined,16425,2022-01-23 10:33
China,Beijing,1799,2022-04-07 9:30
India,Delhi,14140,2022-05-18 02:33
United States,San Jose,858,2022-05-18 02:33
United States,Undefined,32460,2022-01-23 10:33
Germany,Hamburg,37345,2022-04-07 9:30
Italy,Naples,20682,2022-06-23 05:15
United States,Houston,42212,2022-05-18 02:33
Brazil,Sao Paulo,88635,2022-05-18 02:33
France,Nantes,9568,2022-01-23 10:33
South Korea,Daegu,37345,2022-01-23 10:33
South Korea,Seoul,49266,2022-06-23 05:15
Japan,Sapporo,9408,2022-01-23 10:33
Japan,Kyoto,13952,2022-06-23 05:15
United States,San Francisco,14240,2022-05-18 02:33
Mexico,Mexico City,48108,2022-04-07 9:30
Italy,Naples,43254,2022-06-23 05:15
Mexico,Ecatepec de Morelos,66682,2022-05-18 02:33
South Korea,Busan,30363,2022-04-07 9:30
Japan,Osaka,7180,2022-05-18 02:33
Italy,Milan,54795,2022-04-07 9:30
Japan,Sapporo,30690,2022-05-18 02:33
Italy,Milan,5254,2022-01-23 10:33
France,Paris,20855,2022-01-23 10:33
Mexico,Iztapalapa,24700,2022-01-23 10:33
South Korea,Incheon,495,2022-04-07 9:30
Japan,Sapporo,25542,2022-01-23 10:33
Brazil,Brasilia,18032,2022-05-18 02:33
Japan,Tokyo,27552,2022-05-18 02:33
Germany,Berlin,27380,2022-04-07 9:30
Italy,Turin,18619,2022-06-23 05:15
Germany,Frankfurt am Main,22686,2022-05-18 02:33
South Korea,Busan,39015,2022-01-23 10:33
South Korea,Busan,516,2022-04-07 9:30
China,Beijing,29876,2022-01-23 10:33
France,Toulouse,16874,2022-05-18 02:33
United States,Washington,38416,2022-01-23 10:33
Japan,Sapporo,38802,2022-06-23 05:15
France,Toulouse,9720,2022-06-23 05:15
France,Paris,21372,2022-01-23 10:33
Mexico,Mexico City,8722,2022-05-18 02:33
India,Delhi,50976,2022-04-07 9:30
Japan,Kyoto,18200,2022-01-23 10:33
Italy,Milan,9855,2022-05-18 02:33
Mexico,Mexico City,34398,2022-01-23 10:33
Japan,Osaka,3640,2022-06-23 05:15
Brazil,Belo Horizonte,18104,2022-06-23 05:15
France,Toulouse,48126,2022-01-23 10:33
United States,Philadelphia,518,2022-05-18 02:33
Brazil,Brasilia,43800,2022-06-23 05:15
India,Delhi,15416,2022-04-07 9:30
Mexico,Mexico City,1890,2022-01-23 10:33
Germany,Munich,3605,2022-06-23 05:15
India,Mumbai,6336,2022-05-18 02:33
France,Nice,66478,2022-04-07 9:30
United States,Houston,4142,2022-05-18 02:33
India,Chennai,25868,2022-06-23 05:15
India,Bengaluru,2456,2022-05-18 02:33
Mexico,Ecatepec de Morelos,6864,2022-01-23 10:33
United States,Philadelphia,41296,2022-01-23 10:33
Germany,Munich,59616,2022-04-07 9:30
China,Tianjin,1540,2022-05-18 02:33
Germany,Berlin,34632,2022-04-07 9:30
Brazil,Belo Horizonte,21684,2022-05-18 02:33
China,Guangzhou,37674,2022-04-07 9:30
South Korea,Incheon,13224,2022-05-18 02:33
Italy,Rome,6014,2022-01-23 10:33
India,Bengaluru,4464,2022-06-23 05:15
Brazil,Sao Paulo,7456,2022-04-07 9:30
China,Tianjin,20988,2022-01-23 10:33
India,Kolkata,71890,2022-06-23 05:15
Italy,Naples,43020,2022-05-18 02:33
Italy,Rome,33372,2022-01-23 10:33
United States,New York City,60989,2022-05-18 02:33
Brazil,Belo Horizonte,13200,2022-05-18 02:33
United States,San Jose,50622,2022-05-18 02:33
France,Paris,6972,2022-06-23 05:15
Italy,Naples,13936,2022-05-18 02:33
South Korea,Daegu,33118,2022-04-07 9:30
United States,Chicago,288,2022-05-18 02:33
United States,San Jose,12555,2022-05-18 02:33
Italy,Milan,82025,2022-06-23 05:15
Italy,Turin,24090,2022-06-23 05:15
Germany,Berlin,48114,2022-04-07 9:30
Mexico,Iztapalapa,8772,2022-05-18 02:33
South Korea,Incheon,7134,2022-05-18 02:33
Italy,Turin,88110,2022-05-18 02:33
United States,Chicago,21450,2022-01-23 10:33
